"","time","movement","strain"
"619","day",6028.61565267828,"BettaSplendensWT"
"620","day",4413.43332011645,"BettaSplendensWT"
"621","day",4861.24845368362,"BettaSplendensWT"
"622","day",4976.74868073989,"BettaSplendensWT"
"623","day",5545.75286281219,"BettaSplendensWT"
"624","day",5250.52426093945,"BettaSplendensWT"
"625","day",3078.85810668909,"BettaSplendensWT"
"626","day",5456.07405830725,"BettaSplendensWT"
"627","day",7194.87255751957,"BettaSplendensWT"
"628","day",5233.40589596803,"BettaSplendensWT"
"629","day",7105.70234128241,"BettaSplendensWT"
"630","day",5877.24292695133,"BettaSplendensWT"
"631","day",4212.47868313379,"BettaSplendensWT"
"632","day",4675.37577393153,"BettaSplendensWT"
"633","day",6039.31648621158,"BettaSplendensWT"
"634","day",5312.36142766424,"BettaSplendensWT"
"635","day",5532.34460596662,"BettaSplendensWT"
"636","day",4686.2519414537,"BettaSplendensWT"
"637","day",4641.17624420687,"BettaSplendensWT"
"638","day",4455.42640704072,"BettaSplendensWT"
"639","day",4200.64703029252,"BettaSplendensWT"
"640","day",6083.0929490638,"BettaSplendensWT"
"641","day",4913.36788983972,"BettaSplendensWT"
"642","day",5183.10065886743,"BettaSplendensWT"
"643","day",6182.9119804312,"BettaSplendensWT"
"644","day",7020.33740255983,"BettaSplendensWT"
"645","day",4449.48000159075,"BettaSplendensWT"
"646","night",7220.68841237155,"BettaSplendensWT"
"647","night",7241.60762922496,"BettaSplendensWT"
"648","night",6078.6540347148,"BettaSplendensWT"
"649","night",6308.7345369702,"BettaSplendensWT"
"650","night",6304.00222539381,"BettaSplendensWT"
"651","night",7847.25792826584,"BettaSplendensWT"
"652","night",10280.0578163428,"BettaSplendensWT"
"653","night",3087.28722844843,"BettaSplendensWT"
"654","night",845.41648716674,"BettaSplendensWT"
"655","night",1013.58864266973,"BettaSplendensWT"
"656","night",1307.89128646339,"BettaSplendensWT"
"657","night",1863.21230415619,"BettaSplendensWT"
"658","night",1287.40272044217,"BettaSplendensWT"
"659","night",1619.92947206127,"BettaSplendensWT"
"660","night",1999.58267537332,"BettaSplendensWT"
"661","night",2293.53502760873,"BettaSplendensWT"
"662","night",1494.05861984172,"BettaSplendensWT"
"663","night",2429.39771333742,"BettaSplendensWT"
"664","night",1800.66823446378,"BettaSplendensWT"
"665","night",1440.0629652873,"BettaSplendensWT"
"666","night",1812.14156446599,"BettaSplendensWT"
"667","night",1604.77597278892,"BettaSplendensWT"
"668","night",1471.04260483281,"BettaSplendensWT"
"669","night",1428.50176407804,"BettaSplendensWT"
"670","night",1415.45292241903,"BettaSplendensWT"
"671","night",1150.85657368728,"BettaSplendensWT"
"672","night",964.151751604758,"BettaSplendensWT"
"673","night",1590.43004982842,"BettaSplendensWT"
"674","night",1454.78193724525,"BettaSplendensWT"
"675","night",1408.00587284326,"BettaSplendensWT"
"676","night",969.921679121026,"BettaSplendensWT"
"677","night",997.178156251838,"BettaSplendensWT"
"678","night",1147.91866676076,"BettaSplendensWT"
"679","night",956.351449473111,"BettaSplendensWT"
"680","night",2484.42485923708,"BettaSplendensWT"
"681","night",1293.91872310375,"BettaSplendensWT"
"682","night",1021.97149859243,"BettaSplendensWT"
"683","night",1135.50661715516,"BettaSplendensWT"
"684","night",1384.5920691666,"BettaSplendensWT"
"685","night",1154.92448111582,"BettaSplendensWT"
"686","night",884.593636013285,"BettaSplendensWT"
"687","night",1687.82086665329,"BettaSplendensWT"
"688","night",868.67414852739,"BettaSplendensWT"
"689","night",1117.72728200243,"BettaSplendensWT"
"690","night",762.270879212135,"BettaSplendensWT"
"691","night",1468.81801242742,"BettaSplendensWT"
"692","night",1580.44376021315,"BettaSplendensWT"
"693","night",2090.90751459321,"BettaSplendensWT"
"694","night",1912.73154232471,"BettaSplendensWT"
"695","night",2193.6561584076,"BettaSplendensWT"
"696","night",1594.30478956244,"BettaSplendensWT"
"697","night",1353.54635186641,"BettaSplendensWT"
"698","night",1998.90703688989,"BettaSplendensWT"
"699","night",1339.43031947012,"BettaSplendensWT"
"700","night",1166.55378295637,"BettaSplendensWT"
"701","night",1158.50094120659,"BettaSplendensWT"
"702","night",1767.70830020484,"BettaSplendensWT"
"703","night",1535.86511126195,"BettaSplendensWT"
"704","night",3084.46470358233,"BettaSplendensWT"
"705","night",1637.25569492432,"BettaSplendensWT"
"706","day",3305.68731967266,"BettaSplendensWT"
"707","day",3150.79090632704,"BettaSplendensWT"
"708","day",2521.39617749444,"BettaSplendensWT"
"709","day",3878.26869568859,"BettaSplendensWT"
"710","day",5077.76712407701,"BettaSplendensWT"
"711","day",6750.97960782359,"BettaSplendensWT"
"712","day",8704.80438840098,"BettaSplendensWT"
"713","day",8080.36800264583,"BettaSplendensWT"
"714","day",6180.55343845443,"BettaSplendensWT"
"715","day",5214.69693715014,"BettaSplendensWT"
"716","day",4864.75152596174,"BettaSplendensWT"
"717","day",5050.46827017836,"BettaSplendensWT"
"718","day",4610.46542610632,"BettaSplendensWT"
"719","day",4825.5827761191,"BettaSplendensWT"
"720","day",4387.03300346409,"BettaSplendensWT"
